apt_id,region_cod,addr,primary_no,sub_no,apt_title,n_apt_titl,lat,lon,sectors,constructi,completion,households,heating_sy,heating_re,max_floor,min_floor,parking_ca,parking_lo,community,min_area_s,max_area_s,min_area_u,max_area_u,addr_stree,addr_short,executor,homepage,telno,category1,category2,available_,ncode,in_use,deal_cnt,lease_cnt,rent_cnt,sido_code,dong_code,gubun,join_key,area_suppl,ratio_10,ratio_20,ratio_30,ratio_40,ratio_50
"1165010642","11650",서울시 서초구 잠원동 71-17,"71","17",잠원동,잠원중앙하이츠(B동),37.510060000000003,127.004806000000002,1동,중앙건설,"1998","126",개별난방,도시가스,16층,16층,"1","-","-","83.33","104.9","59.93","75.44",서울시 서초구 잠원로3길 20,서울시 서초구 잠원동,,,,,,,"1170","1","6","9","5","11","1165010600",아파트,"1165000710017","31",0.067552057714379,0.104771273979341,0.160518117724217,0.247909493359567,0.218888342351205
"1165010119","11650",서울시 서초구 방배동 752-36,"752","36",방배동,방배아크로리버,37.497695000000000,126.984443999999996,4동,대림산업(주),"2004","222",개별난방,도시가스,25층,24층,"1.68","-","0","98.9","174.16","84.74","149.22",서울시 서초구 방배중앙로 207-10,서울시 서초구 방배동,,,,,,,"9657","1","10","6","4","11","1165010100",아파트,"1165007520036","52",0.045316379827040,0.111653394982447,0.168636013357308,0.226367839712304,0.218875759910951
"1165010126","11650",서울시 서초구 방배동 797-30,"797","30",방배동,방배e-편한세상3차,37.494385999999999,126.991489000000001,5동,대림산업(주),"2006","192",개별난방,도시가스,15층,9층,"3.3","-","1","231.63","277.18","198.53","244.87",서울시 서초구 동광로 89-5,서울시 서초구 방배동,,,,,,,"17709","1","5","7","1","11","1165010100",아파트,"1165007970030","70",0.035864978902954,0.096835443037975,0.166033755274262,0.251265822784811,0.237341772151899
"1165010812","11650",서울시 서초구 서초동 1334-1,"1334","1",서초동,신동아2차,37.490504000000001,127.026042000000004,1동,신동아건설,"1979","104",지역난방,열병합,13층,13층,"1","-","0","156.46","183.98","144.41","169.55",서울시 서초구 서운로 79,서울시 서초구 서초동,,,,,,,"3516","1","8","0","0","11","1165010800",재건축,"1165013340001","47",0.049354325137095,0.111091455864143,0.191933486644258,0.255262692375727,0.209269414470192
"1165010825","11650",서울시 서초구 서초동 1444-7,"1444","7",서초동,서초자이,37.484985000000002,127.020109000000005,4동,지에스건설(주),"2006","184",지역난방,열병합,18층,12층,"2.09","-","0","106.97","184.32","84.98","148.83",서울시 서초구 효령로68길 81,서울시 서초구 서초동,,,,,,,"18547","1","0","3","3","11","1165010800",아파트,"1165014440007","55",0.032576548364648,0.119998260264440,0.188152400835073,0.242258176757132,0.209725121781489
"1165010816","11650",서울시 서초구 서초동 1337-3,"1337","3",서초동,강남역푸르지오시티(도시형),37.491689999999998,127.028988999999996,1동,(주)대우건설,"2014","137",개별난방,도시가스,8층,8층,"0.18","-","-","29.4","33.92","20.33","23.45",서울시 서초구 효령로77길 30,서울시 서초구 서초동,,,,,,,"105330","1","8","3","3","11","1165010800",아파트,"1165013370003","9",0.038416379247083,0.147501284215162,0.211638658545536,0.243028546268439,0.189357525500845
"1165010719","11650",서울시 서초구 반포동 64-5,"64","5",반포동,현대동궁,37.500411999999997,127.001891000000001,1동,현대산업개발(주),"1991","224",지역난방,열병합,15층,9층,"1","-","0","82.31","96.28","70.38","82.35",서울시 서초구 사평대로 154,서울시 서초구 반포동,,,,,,,"462","1","12","5","2","11","1165010700",아파트,"1165000640005","24",0.058034072803040,0.118641990440005,0.181333496752053,0.245924745679618,0.198124770192426
"1165010107","11650",서울시 서초구 방배동 1030-1,"1030","1",방배동,삼호한숲,37.477643000000000,126.998745999999997,1동,(주)삼호,"1998","116",개별난방,도시가스,15층,5층,"1.17","-","-","80.16","139.2","59.98","114.52",서울시 서초구 방배로3길 10-3,서울시 서초구 방배동,,,,,,,"857","1","5","0","0","11","1165010100",아파트,"1165010300001","24",0.055546757462982,0.107332330350780,0.177805051864755,0.196927706073323,0.205519043471375
"1165010821","11650",서울시 서초구 서초동 1350-13,"1350","13",서초동,동원베네스트,37.485281999999998,127.026640999999998,2동,(주)동원이엔씨,"2002","126",개별난방,도시가스,15층,11층,"1.3","-","-","105.53","142.48","84.9","120.81",서울시 서초구 효령로74길 57,서울시 서초구 서초동,,,,,,,"3402","1","8","14","1","11","1165010800",아파트,"1165013500013","32",0.035953320748241,0.112236142097134,0.185773125107259,0.249828385103826,0.224901321434700
"1165010720","11650",서울시 서초구 반포동 65-1,"65","1",반포동,신반포궁전,37.500365000000002,127.000568999999999,2동,한신공영,"1984","108",지역난방,열병합,10층,10층,"0.5","-","-","128.67","225.47","117.11","205.22",서울시 서초구 사평대로 142,서울시 서초구 반포동,,,,,,,"443","1","8","1","0","11","1165010700",아파트,"1165000650001","38",0.052969090675900,0.101705784276002,0.166859048351928,0.257534949339486,0.224573553930996
"1165010631","11650",서울시 서초구 잠원동 61-1,"61","1",잠원동,신반포25차,37.515009999999997,127.009546999999998,2동,한신공영,"1984","169",지역난방,도시가스,13층,13층,"0","-","-","113.97","126.22","84.49","117.06",서울시 서초구 잠원로 136,서울시 서초구 잠원동,,,,,,,"3526","1","7","15","7","11","1165010600",아파트,"1165000610001","34",0.064574121762790,0.118701715174189,0.186191147174578,0.238180846411737,0.197658034109129
"1165010818","11650",서울시 서초구 서초동 1338-1,"1338","1",서초동,풍림아이원플러스,37.490473000000001,127.029932000000002,1동,풍림산업(주),"2004","200",개별난방,도시가스,15층,13층,"0.5","-","0","37.54","55.79","27.64","41.07",서울시 서초구 효령로77길 14,서울시 서초구 서초동,,,,,,,"9961","1","10","2","1","11","1165010800",아파트,"1165013380001","14",0.033748232621746,0.144171708040701,0.214890016920473,0.241800523839324,0.194376839811788
"1165010305","11650",서울시 서초구 우면동 707,"707","0",우면동,서초네이처힐1단지,37.463664000000001,127.019856000000004,10동,(주)태영건설,"2012","178",개별난방,도시가스,7층,5층,"1.19","-","0","110.25","148.68","84.73","114.71",서울시 서초구 형촌길 35,서울시 서초구 우면동,,,,,,,"106011","1","3","1","0","11","1165010300",아파트,"1165007070000","33",0.007995079950800,0.086408364083642,0.227244772447727,0.307195571955722,0.211254612546128
"1165010202","11650",서울시 서초구 양재동 160-2,"160","2",양재동,양재우성KBS(113동),37.477814000000002,127.028942000000001,1동,(주)우성건설,"1996","150",개별난방,도시가스,14층,11층,"0.64","-","0","102.54","102.54","84.69","84.69",서울시 서초구 바우뫼로 91,서울시 서초구 양재동,,,,,,,"505","1","4","5","1","11","1165010200",아파트,"1165001600002","31",0.030755176613886,0.163824604141293,0.186053593179052,0.227771010962243,0.223203410475033
"1165010637","11650",서울시 서초구 잠원동 65-8,"65","8",잠원동,잠원한신그린,37.513292000000000,127.007947999999999,1동,한신공영 주식회사,"1993","150",지역난방,LPG,15층,15층,"0.9","-","0","96.5","96.5","84.89","84.89",서울시 서초구 신반포로33길 71,서울시 서초구 잠원동,,,,,,,"538","1","0","2","1","11","1165010600",아파트,"1165000650008","29",0.064984131781774,0.112160596443503,0.178756737695834,0.240491662888518,0.202533877386529
"1165010122","11650",서울시 서초구 방배동 758-4,"758","4",방배동,삼호2차,37.496150999999998,126.987246999999996,5동,삼호,"1976","264",지역난방,열병합,12층,12층,"0.37","-","-","137.63","191.79","127.94","179.08",서울시 서초구 방배로43길 2,서울시 서초구 방배동,,,,,,,"468","1","5","7","1","11","1165010100",아파트,"1165007580004","42",0.082613415014944,0.115414925728220,0.142566130878920,0.240524586263810,0.210191366927870
"1165010835","11650",서울시 서초구 서초동 1509-1,"1509","1",서초동,서초한빛삼성,37.488405999999998,127.007863000000000,2동,삼성중공업(주),"1999","264",개별난방,도시가스,18층,7층,"1.36","-","0","84.96","140.87","59.52","110.59",서울시 서초구 서초대로40길 72,서울시 서초구 서초동,,,,,,,"1167","1","6","5","2","11","1165010800",아파트,"1165015090001","25",0.066559024040186,0.135360602798708,0.163168281306063,0.226647530199736,0.210560937686878
"1165010806","11650",서울시 서초구 서초동 1316-31,"1316","31",서초동,밀라텔쉐르빌(엠쉐르빌),37.498713000000002,127.025064000000000,1동,삼성중공업(주),"2001","125",개별난방,도시가스,23층,23층,"1.02","-","-","42.38","127.22","32.66","97.98",서울시 서초구 강남대로61길 17,서울시 서초구 서초동,,,,,,,"12226","1","5","0","0","11","1165010800",아파트,"1165013160031","12",0.040984174656348,0.232378422086175,0.205348273073815,0.201420815525011,0.162492780408919
"1165010839","11650",서울시 서초구 서초동 1583-10,"1583","10",서초동,서초아트자이,37.485686999999999,127.011370999999997,4동,지에스건설(주),"2009","164",개별난방,도시가스,25층,20층,"3.02","-","1","181.1","336.7","144.31","267.1",서울시 서초구 반포대로 58,서울시 서초구 서초동,,,,,,,"27300","1","10","1","1","11","1165010800",아파트,"1165015830010","62",0.078854664027018,0.152512518923955,0.156646675206708,0.219226738092465,0.201467334342611
"1165010716","11650",서울시 서초구 반포동 46,"46","0",반포동,엠브이,37.499139999999997,127.010255000000001,1동,한보철강공업(주),"1994","154",개별난방,도시가스,18층,10층,"0.94","-","0","74.52","162.23","59.82","129.93",서울시 서초구 고무래로10길 39,서울시 서초구 반포동,,,,,,,"452","1","6","3","0","11","1165010700",아파트,"1165000460000","31",0.100317037848839,0.089983952405182,0.153352381697913,0.274922697561548,0.178324004853419
"1165010612","11650",서울시 서초구 잠원동 51,"51","0",잠원동,잠원훼미리,37.519199999999998,127.014619999999994,3동,한신공영(주),"1992","288",지역난방,열병합,18층,15층,"2","-","0","101.05","103.17","84.38","84.9",서울시 서초구 잠원로 202-11,서울시 서초구 잠원동,,,,,,,"542","1","16","7","0","11","1165010600",아파트,"1165000510000","31",0.048523101070313,0.103074020270834,0.179482041777288,0.249444806224849,0.219255622902369
"1165010133","11650",서울시 서초구 방배동 899-16,"899","16",방배동,방배브라운스톤,37.486930000000001,126.995264000000006,3동,이수건설(주),"2005","145",개별난방,도시가스,15층,12층,"1.34","-","-","94.56","143.07","75.49","114.65",서울시 서초구 서초대로26길 19,서울시 서초구 방배동,,,,,,,"13140","1","1","1","2","11","1165010100",아파트,"1165008990016","32",0.042377106391464,0.109681922424967,0.185063316382489,0.222554591684114,0.207797387576028
"1165010823","11650",서울시 서초구 서초동 1363-25,"1363","25",서초동,한라비발디스튜디오193(도시형),37.485768000000000,127.032050999999996,1동,한라건설(주),"2013","149",개별난방,도시가스,12층,11층,"0.44","-","-","32.02","63.86","19.8","40.19",서울시 서초구 강남대로39길 15-10,서울시 서초구 서초동,,,,,,,"103712","1","3","1","0","11","1165010800",아파트,"1165013630025","9",0.040504916251166,0.132837914246482,0.202921112343133,0.254293917653713,0.202744876304332
"1165010129","11650",서울시 서초구 방배동 866-10,"866","10",방배동,방배마에스트로,37.486006000000003,126.983862999999999,1동,(주)한미글로벌건축사사무소,"2019","118",개별난방,도시가스,27층,26층,"0.66","-","-","38.91","77.44","25.48","51.53",서울시 서초구 서초대로 13,서울시 서초구 방배동,,,,,,,"113975","1","9","2","0","11","1165010100",아파트,"1165008660010","13",0.036313465783664,0.107615894039735,0.189679911699779,0.225827814569536,0.209326710816776
"1165010822","11650",서울시 서초구 서초동 1359-50,"1359","50",서초동,롯데캐슬주피터,37.486376999999997,127.030403000000007,2동,롯데건설,"2003","110",개별난방,도시가스,12층,9층,"2.62","-","-","110.44","197.29","95.33","172.33",서울시 서초구 서운로6길 15-20,서울시 서초구 서초동,,,,,,,"9642","1","3","0","0","11","1165010800",아파트,"1165013590050","56",0.033558379666402,0.118149324861001,0.210550701615039,0.241196716971142,0.206844056129203
"1165010614","11650",서울시 서초구 잠원동 53,"53","0",잠원동,잠원현대,37.518670000000000,127.012904000000006,2동,현대건설(주),"1993","238",지역난방,열병합,19층,7층,"0.66","-","0","103.77","103.77","84.87","84.87",서울시 서초구 잠원로12길 4,서울시 서초구 잠원동,,,,,,,"545","1","10","15","13","11","1165010600",아파트,"1165000530000","31",0.054361343044945,0.098626162136554,0.175845324806063,0.241161840468998,0.218422455143008
"1165010131","11650",서울시 서초구 방배동 884-21,"884","21",방배동,방배e-편한세상1차,37.487594000000001,126.999223999999998,3동,대림산업(주),"2003","199",개별난방,도시가스,15층,13층,"2.71","-","0","201.97","224.85","164.25","188.21",서울시 서초구 서초대로34길 34,서울시 서초구 방배동,,,,,,,"8649","1","7","0","0","11","1165010100",아파트,"1165008840021","61",0.002704164413196,0.048134126554895,0.173607355327206,0.234721471065444,0.234721471065444
"1165010128","11650",서울시 서초구 방배동 849-30,"849","30",방배동,방배롯데캐슬로제,37.490222000000003,126.994619999999998,4동,롯데건설(주),"2009","130",개별난방,도시가스,12층,8층,"2.98","-","-","202.76","292.65","172.27","244.48",서울시 서초구 방배로26길 41,서울시 서초구 방배동,,,,,,,"26687","1","12","3","4","11","1165010100",아파트,"1165008490030","72",0.026778577138290,0.105915267785773,0.182653876898484,0.238609112709835,0.226219024780178
"1165010125","11650",서울시 서초구 방배동 776-3,"776","3",방배동,쌍용예가클래식,37.493704999999999,126.987787999999995,3동,쌍용건설(주),"1978","216",지역난방,열병합,12층,12층,"0.95","-","0","117.07","177.45","89.84","155.44",서울시 서초구 방배로37길 26-9,서울시 서초구 방배동,,,,,,,"465","1","7","1","2","11","1165010100",아파트,"1165007760003","35",0.061248839984091,0.091077820495823,0.163065093464137,0.247514251624020,0.215564099164786
"1165010712","11650",서울시 서초구 반포동 30-1,"30","1",반포동,삼호가든맨션5차,37.504432000000001,127.011689000000004,3동,삼호,"1986","168",지역난방,열병합,14층,14층,"2.09","-","0","115.6","179.94","98.64","153.54",서울시 서초구 서초중앙로 242,서울시 서초구 반포동,,,,,,,"451","1","0","1","0","11","1165010700",아파트,"1165000300001","54",0.051515941273564,0.127964555642428,0.197115802276082,0.254017895925634,0.191729649900093
"1165010607","11650",서울시 서초구 잠원동 49-17,"49","17",잠원동,신반포18차(337동),37.520054000000002,127.013401000000002,1동,한신공영,"1983","182",지역난방,열병합,13층,13층,"0.98","-","-","55.63","122.74","50.64","111.75",서울시 서초구 잠원로 195,서울시 서초구 잠원동,,,,,,,"523","1","1","0","0","11","1165010600",재건축,"1165000490017","16",0.042885516496654,0.108197227096550,0.185637979907055,0.240787520006170,0.215738830289824
"1165010606","11650",서울시 서초구 잠원동 42-13,"42","13",잠원동,잠원대우아이빌,37.511451999999998,127.018281000000002,3동,한국구조개발(주),"2001","168",개별난방,도시가스,12층,5층,"1","-","0","39.6","69.65","27.07","49.06",서울시 서초구 신반포로45길 23,서울시 서초구 잠원동,,,,,,,"3415","1","4","0","1","11","1165010600",아파트,"1165000420013","15",0.027169079000566,0.138149915096628,0.215169402441982,0.246502789682218,0.202595617368803
"1165010837","11650",서울시 서초구 서초동 1533,"1533","0",서초동,서초한신리빙타워,37.484062999999999,127.009956000000003,1동,한신공영(주),"1999","103",개별난방,도시가스,19층,10층,"1.58","-","-","56.21","166.85","42.55","126.29",서울시 서초구 효령로 237,서울시 서초구 서초동,,,,,,,"3518","1","1","1","0","11","1165010800",아파트,"1165015330000","17",0.079228981185036,0.137472040699969,0.152581027147932,0.224902416560677,0.208061049953949
"1165010101","11650",서울시 서초구 방배동 1002-22,"1002","22",방배동,삼환나띠르빌,37.480400000000003,127.005188000000004,5동,(주)삼환까뮤,"2003","126",개별난방,도시가스,11층,8층,"1.26","-","-","105.42","189.26","84.98","148.99",서울시 서초구 명달로 33,서울시 서초구 방배동,,,,,,,"8696","1","2","3","3","11","1165010100",아파트,"1165010020022","34",0.079149788357379,0.112830549360519,0.166492194256063,0.156934140457875,0.192071366801691
"1165010836","11650",서울시 서초구 서초동 1529,"1529","0",서초동,서초e-편한세상2차,37.486839000000003,127.009015000000005,3동,대림산업(주),"2005","159",개별난방,도시가스,15층,8층,"1.6","-","0","107.2","152.78","84.67","123.11",서울시 서초구 효령로49길 57,서울시 서초구 서초동,,,,,,,"11661","1","3","1","1","11","1165010800",아파트,"1165015290000","44",0.080367838771052,0.144651539708266,0.150007046719752,0.222288774575435,0.206838841519273
"1165010826","11650",서울시 서초구 서초동 1445-13,"1445","13",서초동,서초쌍용플래티넘,37.484113999999998,127.017168999999996,1동,남광토건(주),"2006","109",개별난방,도시가스,21층,20층,"3.49","-","-","45.36","107.89","34.67","82.46",서울시 서초구 서초중앙로 18,서울시 서초구 서초동,,,,,,,"17774","1","9","4","1","11","1165010800",아파트,"1165014450013","27",0.034889145599147,0.119640556271383,0.188352512551652,0.223641533745058,0.210167947749590
"1165010838","11650",서울시 서초구 서초동 1542-6,"1542","6",서초동,현대ESA2,37.491084000000001,127.008523999999994,2동,현대건설,"2003","174",중앙난방,도시가스,25층,25층,"2.01","-","0","156.01","156.01","136.25","136.25",서울시 서초구 반포대로 122,서울시 서초구 서초동,,,,,,,"12476","1","2","0","0","11","1165010800",아파트,"1165015420006","47",0.034358979165300,0.133799450781185,0.198131156452385,0.226173182001370,0.205488439225097
"1165010306","11650",서울시 서초구 우면동 712,"712","0",우면동,서초네이처힐2단지,37.462786999999999,127.021687999999997,8동,(주)태영건설,"2012","133",개별난방,도시가스,7층,5층,"1.15","-","-","78.72","112.2","59.99","84.82",서울시 서초구 형촌길 15,서울시 서초구 우면동,,,,,,,"103950","1","3","2","1","11","1165010300",아파트,"1165007120000","23",0.072242629744748,0.102665536403879,0.176697748893282,0.257323160968255,0.198455307525664
"1165010636","11650",서울시 서초구 잠원동 65-33,"65","33",잠원동,신반포22차,37.511665000000001,127.007182000000000,1동,한신공영(주),"1983","132",지역난방,열병합,12층,12층,"0","-","-","112.73","128.88","104.02","118.9",서울시 서초구 잠원로 86,서울시 서초구 잠원동,,,,,,,"527","1","3","0","0","11","1165010600",재건축,"1165000650033","38",0.066913478678184,0.114356232003290,0.167969285616343,0.243384066913477,0.209790209790207
"1165010628","11650",서울시 서초구 잠원동 60-6,"60","6",잠원동,신반포9차,37.511403999999999,127.010431999999994,2동,한신공영(주),"1981","286",지역난방,열병합,12층,12층,"0","-","-","81.28","81.28","75.95","75.95",서울시 서초구 신반포로33길 30,서울시 서초구 잠원동,,,,,,,"537","1","2","0","0","11","1165010600",재건축,"1165000600006","24",0.058812055008290,0.126694625963132,0.166048961279625,0.229152443187359,0.201697064273870
"1165010203","11650",서울시 서초구 양재동 90,"90","0",양재동,신영체르니,37.479213000000001,127.041383999999994,1동,한라건설(주),"2002","175",개별난방,도시가스,9층,6층,"1","-","0","43.79","78.38","32.08","58.21",서울시 서초구 논현로27길 57,서울시 서초구 양재동,,,,,,,"8287","1","5","2","0","11","1165010200",아파트,"1165000900000","16",0.021100835054323,0.088174553290832,0.172892161264254,0.236733411152015,0.239292448594774
"1165010111","11650",서울시 서초구 방배동 2233,"2233","0",방배동,방배현대홈타운3차,37.491897999999999,126.984013000000004,3동,현대건설(주),"2004","123",개별난방,도시가스,15층,10층,"1.78","-","-","106.36","152.1","84.98","123.34",서울시 서초구 방배중앙로21길 55,서울시 서초구 방배동,,,,,,,"9603","1","7","3","1","11","1165010100",아파트,"1165022330000","45",0.040752351097179,0.116317439366441,0.173073750206236,0.236759610625309,0.231809932354396
"1165010622","11650",서울시 서초구 잠원동 58-22,"58","22",잠원동,신반포17차,37.510731999999997,127.014116999999999,3동,한신공영(주),"1983","216",지역난방,열병합,12층,12층,"1","-","-","87.74","162.37","80.4","145.39",서울시 서초구 나루터로4길 49,서울시 서초구 잠원동,,,,,,,"876","1","5","0","0","11","1165010600",재건축,"1165000580022","48",0.026073907334459,0.129244044269368,0.201650722190957,0.255111611329956,0.220221346839242
"1165010124","11650",서울시 서초구 방배동 774-19,"774","19",방배동,현대멤피스,37.494793999999999,126.988645000000005,5동,현대산업개발(주),"2001","206",개별난방,도시가스,21층,14층,"2.51","-","0","165.14","231.07","133.31","186.53",서울시 서초구 방배로 239,서울시 서초구 방배동,,,,,,,"3400","1","10","3","2","11","1165010100",아파트,"1165007740019","50",0.071297173755505,0.114276158091309,0.160432577066726,0.233959529516695,0.207592396454651
"1165010847","11650",서울시 서초구 서초동 1675-11,"1675","11",서초동,서초대우아이빌,37.494244999999999,127.017601999999997,1동,(주)대우건설,"2003","215",개별난방,도시가스,15층,12층,"0.75","-","0","28.03","86.66","21.05","65.08",서울시 서초구 서초대로58길 10,서울시 서초구 서초동,,,,,,,"13290","1","6","1","1","11","1165010800",아파트,"1165016750011","14",0.036236589864145,0.157025222744630,0.206314777774893,0.207574616203861,0.187560069615815
"1165010121","11650",서울시 서초구 방배동 759-2,"759","2",방배동,삼호3차,37.497511000000003,126.987115000000003,4동,(주)삼호주택,"1976","216",지역난방,열병합,12층,12층,"0","-","-","153.9","289.36","129.76","257.12",서울시 서초구 방배로45길 2,서울시 서초구 방배동,,,,,,,"948","1","0","5","2","11","1165010100",아파트,"1165007590002","46",0.066418201034655,0.110196362018133,0.157089614507424,0.237915113756464,0.220337097402234
"1165010605","11650",서울시 서초구 잠원동 33-11,"33","11",잠원동,잠원월드메르디앙,37.512535000000000,127.016299000000004,1동,월드건설주식회사,"2002","107",개별난방,도시가스,15층,6층,"1.23","-","-","107.46","146.22","84.78","116.42",서울시 서초구 신반포로45길 71,서울시 서초구 잠원동,,,,,,,"3416","1","5","2","1","11","1165010600",아파트,"1165000330011","32",0.035793906366113,0.120757988605398,0.193708199157786,0.251795888035666,0.220336883824618
"1165010630","11650",서울시 서초구 잠원동 60-78,"60","78",잠원동,신반포20차,37.510426000000002,127.011938000000001,1동,한신공영(주),"1983","112",지역난방,열병합,14층,14층,"0","-","-","155.6","155.6","143.95","143.95",서울시 서초구 나루터로4길 60,서울시 서초구 잠원동,,,,,,,"3525","1","8","0","0","11","1165010600",아파트,"1165000600078","47",0.063796909492273,0.134326710816776,0.178476821192051,0.237417218543043,0.191611479028696
"1165010824","11650",서울시 서초구 서초동 1436-14,"1436","14",서초동,서초아이파크,37.485450999999998,127.023009000000002,3동,현대산업개발(주),"2003","115",지역난방,열병합,18층,6층,"2.6","-","-","147.83","233.92","127.82","192.63",서울시 서초구 효령로68길 33,서울시 서초구 서초동,,,,,,,"8189","1","0","5","3","11","1165010800",아파트,"1165014360014","61",0.034305522352378,0.112718144872100,0.195433899115465,0.256633994740614,0.216710494860145
"1165010132","11650",서울시 서초구 방배동 888-53,"888","53",방배동,방배자이,37.486663000000000,126.998885999999999,3동,엘지건설(주),"2003","136",개별난방,도시가스,13층,10층,"2.77","-","-","185.43","218.51","164.96","194.92",서울시 서초구 방배로18길 67,서울시 서초구 방배동,,,,,,,"8760","1","6","0","0","11","1165010100",아파트,"1165008880053","56",0.014497223935842,0.093152375077114,0.161937075879089,0.205737199259718,0.213140037014192
"1165010722","11650",서울시 서초구 반포동 591-1,"591","1",반포동,강남원효성,37.495958999999999,126.996082000000001,16동,,"1984","107",개별난방,도시가스,3층,1층,"0","-","-","152.76","254.39","146.04","216",서울시 서초구 사평대로20길 76,서울시 서초구 반포동,,,,,,,"128491","1","4","0","0","11","1165010700",아파트,"1165005910001","57",0.009865005192108,0.064382139148495,0.207165109034270,0.263759086188996,0.242990654205611
"1165010136","11650",서울시 서초구 방배동 930-1,"930","1",방배동,방배브라운가,37.483490000000003,126.991799999999998,2동,흥화공업(주),"2006","161",개별난방,도시가스,13층,10층,"1.35","-","0","105.93","156.43","84.85","124.67",서울시 서초구 방배로19길 67,서울시 서초구 방배동,,,,,,,"8498","1","8","2","0","11","1165010100",아파트,"1165009300001","32",0.031280013970139,0.236117174539421,0.226359905701563,0.185278966209726,0.154479175761809
"1165010127","11650",서울시 서초구 방배동 816-1,"816","1",방배동,방배한신트리플,37.491455000000002,126.989142000000001,1동,한신공영(주),"2004","163",개별난방,도시가스,12층,7층,"1","-","0","35.76","97.04","28.81","78.19",서울시 서초구 방배로33길 29,서울시 서초구 방배동,,,,,,,"11458","1","8","2","1","11","1165010100",아파트,"1165008160001","16",0.041589585474478,0.102158273381295,0.176293251113395,0.230832476875643,0.217540253511476
"1165010832","11650",서울시 서초구 서초동 1467-62,"1467","62",서초동,서초e-편한세상5차,37.479731999999998,127.007187000000002,2동,대림산업(주),"2005","161",개별난방,도시가스,15층,10층,"2.46","-","1","190.3","190.3","158.24","158.24",서울시 서초구 명달로4길 30,서울시 서초구 서초동,,,,,,,"14237","1","2","0","0","11","1165010800",아파트,"1165014670062","57",0.065303978640521,0.119621832188033,0.175077690725259,0.195036547467939,0.201208036066004
"1165010834","11650",서울시 서초구 서초동 1498-5,"1498","5",서초동,마제스타시티힐스테이트서리풀,37.490268000000000,127.005958000000007,2동,현대엔지니어링(주),"2017","116",개별난방,도시가스,22층,10층,"1.29","-","-","88.02","88.47","59.95","59.97",서울시 서초구 서초대로38길 12,서울시 서초구 서초동,,,,,,,"109213","1","8","2","1","11","1165010800",아파트,"1165014980005","26",0.027504864967488,0.231809767905453,0.239095353362760,0.198395747306469,0.155702691157624
"1165010856","11650",서울시 서초구 서초동 1575-1,"1575","1",서초동,지웰홈스서초,37.491985000000000,127.013372000000004,1동,신영건설주식회사,"2019","154",개별난방,도시가스,19층,18층,"0.52","-","1","22.65","33.97","14.1","21.22",서울시 서초구 반포대로28길 94,서울시 서초구 서초동,,,,,,,"125532","1","0","0","1","11","1165010800",아파트,"1165015750001","6",0.043672034389563,0.127259449977793,0.185551565523110,0.224525901333275,0.201496638585874
"1165010649","11650",서울시 서초구 잠원동 52-2 외 1필지,"52","2",잠원동,르엘신반포파크애비뉴,37.517204999999997,127.013767000000001,3동,롯데건설(주),"2023","330",지역난방,열병합,35층,14층,"0","0","1","66.67","156.72","49.98","118.97",,서울시 서초구 잠원동,,,,,,,"132385","1","0","0","1","11","1165010600",아파트분양권,1165000522 외,"34",0.073350028273689,0.101946845464092,0.167622586638661,0.252443654576298,0.216899588011954
"1165010705","11650",서울시 서초구 반포동 12,"12","0",반포동,신반포15차,37.504053999999996,126.993632000000005,8동,한신공영(주),"1982","180",개별난방,열병합,5층,5층,"1.05","-","-","146.02","217.74","122.1","181.75",서울시 서초구 신반포로15길 5,서울시 서초구 반포동,,,,,,,"456","1","0","0","0","11","1165010700",재건축,"1165000120000","54",0.017307692307692,0.013461538461538,0.100000000000000,0.480769230769231,0.305769230769231
"1165010629","11650",서울시 서초구 잠원동 60-7,"60","7",잠원동,녹원한신,37.511972000000000,127.011443000000000,2동,한신공영주식회사,"1995","240",지역난방,열병합,15층,15층,"1.02","-","0","98.87","99.14","84.75","84.95",서울시 서초구 잠원로4길 34-11,서울시 서초구 잠원동,,,,,,,"512","1","2","0","0","11","1165010600",재건축,"1165000600007","29",0.065575722928874,0.113072269067695,0.175146491353437,0.237530370158639,0.194583392882664
"1165010624","11650",서울시 서초구 잠원동 59-10,"59","10",잠원동,신반포21차,37.509408999999998,127.014235999999997,2동,한신공영(주),"1984","108",지역난방,열병합,10층,8층,"1.07","-","-","129.25","145.37","117.07","129.47",서울시 서초구 신반포로 267,서울시 서초구 잠원동,,,,,,,"526","1","0","0","0","11","1165010600",재건축,"1165000590010","39",0.047064164648910,0.125453995157385,0.185835351089588,0.250605326876513,0.209443099273607
"1165010114","11650",서울시 서초구 방배동 3275,"3275","0",방배동,방배동부센트레빌,37.497661999999998,126.987972999999997,3동,동부건설(주),"2004","122",개별난방,도시가스,22층,18층,"2.19","-","-","164.49","191.55","134.04","157.55",서울시 서초구 방배로 278,서울시 서초구 방배동,,,,,,,"10495","1","2","0","0","11","1165010100",아파트,"1165032750000","49",0.035478547854786,0.092959295929594,0.169416941694171,0.253850385038506,0.238448844884491
